ID,NAME,OWNER,ADDRESS,SUBURB,STATE,LATITUDE,LONGITUDE
2036,Caltex South Hobart,Caltex,272 Macquarie Street,South Hobart,Tasmania,-42.8911459999999,147.319759
2037,Caltex Hobart,Independent Fuel Supplies,90 Hampden Road,Battery Point,Tasmania,-42.8895249999999,147.330582
2038,Caltex Howrah,Caltex,11A Howrah Road,Howrah,Tasmania,-42.8834229999999,147.404959
2039,Caltex Woolworths Bellerive,Caltex,86 Clarence Street,Bellerive,Tasmania,-42.875142,147.377978
2040,Caltex Hobart,Caltex,176-192 Brooker Highway,North Hobart,Tasmania,-42.871121,147.322401
2041,Caltex Hobart,Caltex,355 Argyle Street,North Hobart,Tasmania,-42.870918,147.317034
2042,Independent North Hobart,Independent Fuel Supplies,431 Elizabeth Street,North Hobart,Tasmania,-42.869118,147.312112
2043,Caltex Bellerive,Caltex,1 Gordons Hill Road,Bellerive,Tasmania,-42.866117,147.372974
2044,Caltex Lenah Valley,Caltex,101 Augusta Road,Lenah Valley,Tasmania,-42.8655479999999,147.296786
2045,Independent Seven Mile Beach,Independent Fuel Supplies,1 Lewis Avenue,Seven Mile Beach,Tasmania,-42.861368,147.505295
2046,Caltex New Town,Caltex,71 Risdon Road,New Town,Tasmania,-42.85193,147.310682
2047,Caltex Lindisfarne,Caltex,109 East Derwent Highway,Lindisfarne,Tasmania,-42.85174,147.36017
2048,Caltex Moonah,Caltex,138 Main Road,Moonah,Tasmania,-42.844933,147.293074
2049,Caltex Geilston Bay,Caltex,238 East Derwent Highway,Lindisfarne,Tasmania,-42.842057,147.353583
2050,Caltex Moonah,Caltex,198-200 Main Road,Moonah,Tasmania,-42.840884,147.290324
2051,Caltex Glenorchy,Caltex,323-325 Main Road,Glenorchy,Tasmania,-42.833697,147.280926
2052,Woolworths Caltex Glenorchy,Caltex,463-465 Main Road,Glenorchy,Tasmania,-42.829401,147.269154
2053,Caltex Lewisham,Caltex,96 Lewisham Scenic Drive,Lewisham,Tasmania,-42.829035,147.607463
2054,Caltex Montrose,Caltex,494 Main Road,Montrose,Tasmania,-42.825825,147.265739
2055,Caltex Copping,Caltex,2233 Arthur Highway,Copping,Tasmania,-42.8198619999999,147.802004
2056,Caltex Midway Point,Caltex,4 Southern Drive,Midway Point,Tasmania,-42.804166,147.532673
2057,Caltex Claremont,Caltex,708 Main Road,Berriedale,Tasmania,-42.801893,147.254367
2058,Woolworths Caltex Claremont,Caltex,Lot 4 Box Hill Road,Claremont,Tasmania,-42.7917669999999,147.255743
2059,Woolworths Caltex Sorell,Caltex,12 Weston Hill Road,Sorell,Tasmania,-42.7803049999999,147.565015
2060,Woolworths Caltex New Norfolk,Caltex,81 High Street,New Norfolk,Tasmania,-42.7802639999999,147.065802
2061,Caltex New Norfolk,Caltex,4 Burnett Street,New Norfolk,Tasmania,-42.7792279999999,147.061398
2062,Independent Granton,Caltex,506 Main Road,Granton,Tasmania,-42.761271,147.239598
2063,Caltex Brighton,Caltex,506 Main Road,Granton,Tasmania,-42.7612559999999,147.239617
2064,Caltex Richmond,Independent Fuel Supplies,29 Bridge Street,Richmond,Tasmania,-42.735677,147.437097
2065,Caltex Campania,Caltex,96 Reeve Street,Campania,Tasmania,-42.661579,147.423649
2066,Caltex Bagdad,Caltex,41 Quarrytown Road,Bagdad,Tasmania,-42.6320469999999,147.223084
2067,Ampol Orford,Ampol,44 Tasman Highway,Orford,Tasmania,-42.5528449999999,147.87647
2068,Caltex Colebrook,Independent Fuel Supplies,33 Richmond Street,Colebrook,Tasmania,-42.5342929999999,147.363573
2069,Caltex Kempton,Caltex,3001 Midland Highway,Kempton,Tasmania,-42.5133729999999,147.188988
2070,Independent Ouse,Caltex,6954 Lyell Highway,Ouse,Tasmania,-42.484528,146.71046
2071,Caltex Campbelltown,Caltex,85 High Street,Campbell Town,Tasmania,-41.927857,147.494381
2072,Caltex Ballarat,Caltex,1117 Latrobe Street,Ballarat,Victoria,-37.570717939,143.815644802
2073,Woolworths Caltex Cooma,Caltex,8 Bombala Street,Cooma,New South Wales,-36.233647,149.126717
2074,Caltex Cooma,Caltex,44 Sharp Street,Cooma,New South Wales,-36.233244,149.130365
2075,Cooma,Caltex,41 Sharp Street,Cooma,New South Wales,-36.232366,149.130725
2076,Caltex Cooma,Caltex,28 Polo Flat Road,Polo Flat,New South Wales,-36.224466,149.148164
2077,Ampol Adaminaby,Ampol,Cnr Cosgrove Street and Snowy Mountains Highway,Adaminaby,New South Wales,-35.9963299999999,148.777612
2078,Ampol Williamsdale,Independent Fuel Supplies,7845 Monaro Highway,Tuggeranong,Australian Capital Territory,-35.571314,149.133431
2079,Caltex Deniliquin,Caltex,112 Crispe Street,Deniliquin,New South Wales,-35.5398959999999,144.962365
2080,Independent Deniliquin,Caltex,162 Hardings Street,Deniliquin,New South Wales,-35.5338369999999,144.95129
2081,Caltex Deniliquin,Caltex,336 Hay Road,Deniliquin,New South Wales,-35.5227899999999,144.980714
2082,Independent Avoca Beach,Caltex,14 Cape Three Points Road,Avoca Beach,New South Wales,-33.466586,151.431676
2083,Caltex Kariong,Caltex,16-18 Langford Drive,Kariong,New South Wales,-33.4393719999999,151.29352
2084,Caltex Woolworths Erina,Caltex,161 The Entrance Road,Erina,New South Wales,-33.4382459999999,151.380111
2085,Caltex Gosford West,Caltex,30A Pacific Highway,West Gosford,New South Wales,-33.427793,151.319061
2086,Caltex Gosford West,Caltex,71 Pacific Highway,West Gosford,New South Wales,-33.4272999999999,151.321478
2087,Caltex Wamberal,Caltex,656 The Entrance Road,Wamberal,New South Wales,-33.4233849999999,151.43755
2088,Caltex Gosford West,Caltex,283 Manns Road,West Gosford,New South Wales,-33.416597,151.325217
2089,Caltex Wyoming,Caltex,465 Pacific Highway,Wyoming,New South Wales,-33.409462,151.349987
2090,Woolworths Caltex Wyoming,Caltex,522-528 Pacific Highway,Wyoming,New South Wales,-33.404328,151.349966
2091,Caltex Forresters Beach,Caltex,Lot 61 Bellevue Road,Bateau Bay,New South Wales,-33.400548,151.468787
2092,Caltex Woolworths Long Jetty,Caltex,431-441 Central Coast Highway,Long Jetty,New South Wales,-33.3602299999999,151.482641
2093,Ampol Toowoon Bay,Caltex,142 Bay Road,Toowoon Bay,New South Wales,-33.360155,151.497002
2094,Caltex Chittaway Point,Caltex,147 Chittaway Road,Chittaway Bay,New South Wales,-33.32674,151.430015
2095,Woolworths Caltex Tuggerah,Caltex,24 Gavenlock Road,Tuggerah,New South Wales,-33.3092399999999,151.414829
2096,Caltex Tuggerah,Caltex,2 Johnson Road,Tuggerah,New South Wales,-33.2942897459999,151.421103293
2097,Caltex Wyong,Caltex,140 Pacific Highway,Wyong,New South Wales,-33.2821059999999,151.425623
2098,Caltex Wyong,Caltex,29 Street Johns Road,Alison,New South Wales,-33.2556099999999,151.402019
2099,Caltex Wyong,Caltex,F3 Sydney-Newcastle Freeway (South Bound),Warnervale,New South Wales,-33.254183,151.405249
2100,Caltex Lake Haven,Caltex,1 Bannister Drive,Lake Haven,New South Wales,-33.243376,151.506537
2101,Caltex Lake Munmorah,Caltex,219-255 Tourist Drive,Doyalson North,New South Wales,-33.1862819999999,151.552352
2102,Ampol Summerland Point,Ampol,64A Cams Boulevard,Summerland Point,New South Wales,-33.13814,151.564738
2103,Caltex Morisset,Caltex,5-11 Gateway Boulevard,Morisset,New South Wales,-33.1164679999999,151.471239
2104,Caltex Swansea,Caltex,126 Pacific Highway,Swansea,New South Wales,-33.088117,151.638172
2105,Independent Wangi Wangi,Caltex,297 Watkins Road,Wangi Wangi,New South Wales,-33.0701119999999,151.587961
2106,Caltex Belmont North,Caltex,406 Pacific Highway,Belmont North,New South Wales,-33.024752,151.662352
2107,Woolworths Caltex Belmont,Caltex,399 Pacific Highway,Belmont North,New South Wales,-33.0245419999999,151.663481
2108,Caltex Woolworths Toronto,Caltex,147 Cary Street,Toronto,New South Wales,-33.0128789999999,151.59284
2109,Woolworths Caltex Mount Hutton,Caltex,16 Melroy Drive,Mount Hutton,New South Wales,-32.9837029999999,151.673137
2110,Caltex Warners Bay,Caltex,55 King Street,Warners Bay,New South Wales,-32.974191,151.647616
2111,Caltex Charlestown,Caltex,81 Pacific Highway,Charlestown,New South Wales,-32.9671559999999,151.695533
2112,Woolworths Caltex Glendale,Caltex,387 Lake Road,Glendale,New South Wales,-32.932441,151.640315
2113,Caltex Edgeworth,Caltex,662-664 Main Road,Edgeworth,New South Wales,-32.9256569999999,151.627891
2114,Woolworths Caltex Edgeworth,Caltex,738 Main Road,Edgeworth,New South Wales,-32.9245139999999,151.620289
2115,Caltex Elermore Vale,Caltex,52-54 Cardiff Road,Wallsend,New South Wales,-32.9145369999999,151.672307
2116,Caltex Islington,Caltex,240 Maitland Road,Islington,New South Wales,-32.911417,151.74579
2117,Caltex Lambton,Caltex,422 Newcastle Road,North Lambton,New South Wales,-32.909568,151.710784
2118,Caltex Maryland,Caltex,41 Minmi Road,Wallsend,New South Wales,-32.889667,151.661872
2119,Woolworths Caltex Warabrook,Caltex,1 Angophora Drive,Warabrook,New South Wales,-32.8868199999999,151.719197
2120,Caltex Sandgate,Caltex,162-164 Maitland Road,Sandgate,New South Wales,-32.864974,151.706125
2121,Caltex Beresfield,Caltex,6 Yangan Drive,Beresfield,New South Wales,-32.809836,151.632504
2122,Caltex Beresfield North,Caltex,Lot 2 Balook Drive,Beresfield,New South Wales,-32.8070749999999,151.634052
2123,Ampol Beresfield Curleys ,Ampol,199 Anderson Drive,Beresfield,New South Wales,-32.802719,151.651424
2124,Bogas Heatherbrae,Bogas,1 Elkin Avenue,Heatherbrae,New South Wales,-32.7805949999999,151.737134
2125,Caltex Raymond Terrace,Caltex,136 Adelaide Street,Raymond Terrace,New South Wales,-32.765029,151.742512
2126,Woolworths Caltex East Maitland,Caltex,9 Molly Morgan Drive,East Maitland,New South Wales,-32.761815,151.592777
2127,Ampol Raymond Terrace,Ampol,82 Benjamin Lee Drive,Raymond Terrace,New South Wales,-32.7607889999999,151.773854
2128,Woolworths Caltex Raymond Terrace,Caltex,39 Port Stephens Street,Raymond Terrace,New South Wales,-32.7602659999999,151.744215
2129,Caltex East Maitland,Caltex,165 Newcastle Street,East Maitland,New South Wales,-32.748822,151.582948
2130,Caltex Tanilba Bay,Caltex,1063 Lemon Tree Passage Road,Tanilba Bay,New South Wales,-32.7362039999999,152.001305
2131,Woolworths Caltex Maitland,Caltex,48 Denman Street,Maitland,New South Wales,-32.732179,151.551263
2132,Caltex Rutherford,Caltex,134-138 New England Highway,Rutherford,New South Wales,-32.7203739999999,151.538139
2133,Caltex Carnarvon,Caltex,595 Robinson Street,Kingsford,Western Australia,-24.8622559999999,113.70093
2134,Caltex Emerald,Caltex,Cnr Capricorn Highway and Codenwarra Road,Emerald,Queensland,-23.533992,148.172685
2135,Woolworths Caltex Emerald,Caltex,Cnr Hospital Road and Scant Street,Emerald,Queensland,-23.518855,148.156613
2136,Caltex Marlborough,Caltex,Cnr Bruce Highway and  Perkins Road,Marlborough,Queensland,-22.822462,149.891587
2137,Caltex Ilbilbie via Koumala,Caltex,87249 Bruce Highway,Ilbilbie,Queensland,-21.7050189999999,149.357925
2138,Independent Sarina,Independent Fuel Supplies,28 Sarina Beach Road,Sarina,Queensland,-21.4157279999999,149.219444
2139,Caltex Mackay West,Caltex,153-155 Nebo Road,Mackay West,Queensland,-21.1552349999999,149.165631
2140,Caltex Marian,Caltex,362 Anzac Avenue,Marian,Queensland,-21.1417339999999,148.961906
2141,Caltex City Cabs Mackay,Shell,Cnr Tennyson and Victoria Street,Mackay,Queensland,-21.141472,149.190557
2142,Woolworths Caltex Mackay,Caltex,3 Mangrove Road,Mackay,Queensland,-21.1390549999999,149.180209
2143,Caltex Woolworths North Mackay,Caltex,78-82 Malcomson Street,North Mackay,Queensland,-21.122465,149.175196
2144,Caltex Beaconsfield,Caltex,47 Beaconsfield Road,Beaconsfield,Queensland,-21.1003729999999,149.166595
2145,Caltex Mackay,Caltex,Cnr Rosewood Drive and Mackay-Bucasia Road,Rural View,Queensland,-21.065867,149.157579
2146,Independent Seaforth,Independent Fuel Supplies,8 George Street,Seaforth,Queensland,-20.901698,148.96774
2147,Caltex Proserpine,Caltex,158 Main Street,Proserpine,Queensland,-20.403489,148.5888
2148,Independent Shute Harbour,Independent Fuel Supplies,3363 Shute Harbour Road,Shute Harbour,Queensland,-20.2899229999999,148.784494
2149,Caltex Airlie Beach,Caltex,342 Shute Harbour Road,Airlie Beach,Queensland,-20.2681252259999,148.716463679
2150,Caltex Bowen,Caltex,18580 Bruce Highway,Bowen,Queensland,-20.02753,148.215146
2151,Ampol Bowen,Ampol,30 Don Street,Bowen,Queensland,-20.009062,148.231347
2152,Woolworths Caltex Bowen,Caltex,28 Richmond Road,Bowen,Queensland,-20.0005199999999,148.237747
2153,Independent Queens Beach,Independent Fuel Supplies,1 Tracey Street,Bowen,Queensland,-19.9800969999999,148.229559
2154,Caltex Inkerman Home Hill,Caltex,Bruce Highway,Inkerman Home Hill,Queensland,-19.6597189999999,147.411115
2155,Ampol Home Hill,Independent Fuel Supplies,129 Seventh Avenue,Home Hill,Queensland,-19.647794,147.40346
2156,Ampol Ayr Rossiters Hill,Ampol,2 Norham Road,Ayr,Queensland,-19.5732629999999,147.412331
2157,Woolworths Caltex Ayr,Caltex,115 Edwards Street,Ayr,Queensland,-19.572507,147.403793
2158,Caltex Alligator Creek,Caltex,1 Allendale Drive,Alligator Creek,Queensland,-19.3828809999999,146.929459
2159,Caltex Condon,Caltex,881-885 Riverway Drive,Condon,Queensland,-19.331291,146.72717
2160,Caltex Rupertswood,Caltex,1 Ridge Drive,Rupertswood,Queensland,-19.3197249999999,146.605165
2161,Caltex Kirwan Townsville,Caltex,103-105 Thuringowa Drive,Kirwan Townsville,Queensland,-19.304271,146.734871
2162,Woolworths Caltex Kirwan,Caltex,172 Thringowa Drive,Kirwan,Queensland,-19.3013089999999,146.735241
2163,Caltex Woolworths Vincent,Caltex,Fulham Road and Bruce Highway,Vincent,Queensland,-19.2877819999999,146.761543
2164,Caltex Pimlico,Caltex,13 Palmerston Street,Pimlico,Queensland,-19.2814509999999,146.789322
2165,Woolworths Caltex Hermit Park,Caltex,124 Charters Towers Road,Hermit Park,Queensland,-19.278223,146.800405
2166,Caltex Railway Estate,Caltex,11 Railway Avenue,Railway Estate,Queensland,-19.2724049999999,146.815656
2167,Woolworths Caltex Townsville,Caltex,Barryman Street and Woolcock Street,Pimlico,Queensland,-19.271068,146.789446
2168,Caltex Bohle / Townsville,Caltex,900 Ingham Road,Bohle,Queensland,-19.261974,146.715118
2169,Woolworths Caltex Deeragun,Caltex,Cnr Palm Drive and Rangeview Street,Deeragun,Queensland,-19.2460579999999,146.676739
2170,Jacksons Oil Heating Pty Ltd,Caltex,12 Warwick Street,Hobart,Tasmania,-42.8743939999999,147.324286
2171,Kain & Shelton Pty Ltd,Caltex,249 Smith Street,Naracoorte,South Australia,-36.9524039999999,140.757211
2172,Caltex,Caltex,1-5 Queen Street,Swan Hill,Victoria,-35.332619897,143.557877332
2173,Milpara,Independent Fuel Supplies,113 Chester Pass Road,Milpara,Western Australia,-34.9950924139999,117.872435021
2174,Oilsplus Pty Ltd,Caltex,Lot 2 Chauvel Street,West Wyalong,New South Wales,-33.9257179639999,147.198009741
2175,Direct Fuel Supplies,Caltex,Lot 7 Wimbridge Road,Picton,Western Australia,-33.348772077,115.698989308
2176,Hexham,Caltex,360 Maitland Road,Hexham,New South Wales,-32.8282429999999,151.685024
2177,CPS Inverell,Caltex,73 Ring Street,Inverell,New South Wales,-29.7621832739999,151.114348413
2178,South East Queensland Fuels Pty Ltd,Caltex,162 Brisbane Street,Beaudesert,Queensland,-27.9739448839999,152.993924481
2179,Crokers Fuel & Oils Pty Ltd,Caltex,Connors Road,Paget,Queensland,-21.1690363459999,149.161558796
2180,Mobil Ballarat,7-Eleven Pty Ltd,Latrobe Street,Ballarat,Victoria,-37.570215393,143.810659268
2181,Mobil Bordertown,Barrett Distributors,31 Dukes Highway,Bordertown,South Australia,-36.3011539999999,140.762479
2182,Mobil Cooma,7-Eleven Pty Ltd,40-42 Sharp Street,Cooma,New South Wales,-36.232879,149.131189
2183,Mobil Deniliquin,7-Eleven Pty Ltd,90 Davidson Street,Deniliquin,New South Wales,-35.5266159999999,144.975334
2184,Mobil Wagga,7-Eleven Pty Ltd,24 Lake Albert Road,Kooringal,New South Wales,-35.122220859,147.3775899
2185,Mobil Griffith,7-Eleven Pty Ltd,30-34 Banna Avenue,Griffith,New South Wales,-34.289992114,146.059540489
2186,Mobil Ourimbah,Independent Fuel Supplies,161 Pacific Highway,Ourimbah,New South Wales,-33.3491809999999,151.368954
2187,Mobil Charmhaven,7-Eleven Pty Ltd,210 Pacific Highway,Charmhaven,New South Wales,-33.2272859999999,151.502685
2188,Mobil Doyalson,Metro,50 Pacific Highway,Doyalson,New South Wales,-33.19963,151.523317
2189,Mobil Cooranbong,7-Eleven Pty Ltd,435 Freemans Drive,Cooranbong,New South Wales,-33.088276,151.450138
2190,Mobil Charlestown,7-Eleven Pty Ltd,317 Pacific Highway,Highfields,New South Wales,-32.956679,151.705806
2191,Mobil Cardiff,7-Eleven Pty Ltd,4 Belford Place,Cardiff,New South Wales,-32.9408129999999,151.643606
2192,Mobil Sandgate,7-Eleven Pty Ltd,61 Maitland Road,Sandgate,New South Wales,-32.873205,151.712061
2193,Mobil Salt Ash,7-Eleven Pty Ltd,1519 Richardson Road,Salt Ash,New South Wales,-32.788461,151.902473
2194,Mobil Tamworth,Mobil,9 Hinkler Road,Taminda,New South Wales,-31.096053264,150.903647792
2195,Manilla,Matilda Fuels,219 Manilla Street,Manilla,New South Wales,-30.7459212539999,150.719686822
2196,Mobil Coober Pedy,7-Eleven Pty Ltd,111 Hutchison Street,Coober Pedy,South Australia,-29.01141,134.755189
2197,Mobil Coober Pedy,7-Eleven Pty Ltd,Umoona Road and Crowders Gully Road,Coober Pedy,South Australia,-29.0069819999999,134.75836
2198,Mobil Emerald,Shell,74 Robert Street,Emerald,Queensland,-23.5296289999999,148.155245
2199,Mobil Carmila,7-Eleven Pty Ltd,1 Music Street,Carmila,Queensland,-21.9087749999999,149.411026
2200,Mobil Mackay,7-Eleven Pty Ltd,Cnr Sydney Street and Alfred Street,Mackay,Queensland,-21.14586,149.186759
2201,Mobil Mackay North,7-Eleven Pty Ltd,36 Evans Avenue,Mackay North,Queensland,-21.124907,149.188371
2202,Mobil Coningsby,7-Eleven Pty Ltd,1284 Bruce Highway,Farleigh,Queensland,-21.093229,149.071703
2203,Mobil Slade Point,7-Eleven Pty Ltd,320 Slade Point Road,Slade Point,Queensland,-21.0791439999999,149.214163
2204,Mobil Bucasia,7-Eleven Pty Ltd,54 Downie Avenue,Bucasia,Queensland,-21.036999,149.157776
2205,Mobil Bloomsbury,7-Eleven Pty Ltd,Bruce Highway,Bloomsbury,Queensland,-20.705304,148.59632
2206,Mobil Cannonvale,7-Eleven Pty Ltd,1678 Shute Harbour Road,Cannon Valley,Queensland,-20.29925,148.670178
2207,Mobil Townsville,7-Eleven Pty Ltd,10 University Road,Wulguru,Queensland,-19.3181729999999,146.81195
2208,Mobil Townsville Rosslea,7-Eleven Pty Ltd,77 Bowen Road,Rosslea,Queensland,-19.298732,146.798482
2209,Mobil Yabulu,7-Eleven Pty Ltd,2 Greenvale Street,Yabulu,Queensland,-19.2157309999999,146.603075
2210,J & S Hydraulics And Petroleum,Independent Fuel Supplies,2 Arve Road,Geeveston,Tasmania,-43.1635219999999,146.929216
2211,Coles Express Blackmans Bay,Shell,176B Roslyn Avenue,Blackmans Bay,Tasmania,-43.000197,147.320578
2212,Coles Express Sandy Bay,Shell,140-146 Sandy Bay Road,Sandy Bay,Tasmania,-42.893717,147.326089
2213,Dunalley Shell ,Shell,119 Arthur Highway,Dunalley,Tasmania,-42.8873199999999,147.811909
2214,Coles Express Howrah,Shell,2 Howrah Road,Howrah,Tasmania,-42.8806309999999,147.405871
